team,name,state,country,district,rookie_year,active,norm_epa,wins,losses,ties,count,winrate
4735,Tecmilenio - DEROF - Peñoles,NULL,Mexico,NULL,2013,t,1411,107,133,3,243,0.4465
4736,Temp,CA,USA,NULL,2013,f,1489,6,5,0,11,0.5455
4737,Atomigators,MI,USA,fim,2013,t,1537,117,142,4,263,0.4525
4738,Patribots,CA,USA,NULL,2013,t,1755,116,91,3,210,0.5595
4739,CTRL F5,NULL,Australia,NULL,2013,t,1430,33,63,2,98,0.3469
4740,Sparta Bots,TN,USA,NULL,2013,f,1376,39,52,0,91,0.4286
4741,WingNuts,MN,USA,NULL,2013,t,1520,43,58,2,103,0.4272
4742,JaliScience 4742,NULL,Mexico,NULL,2013,f,1349,7,17,0,24,0.2917
4743,STEAM Engine,MI,USA,fim,2013,f,1424,6,18,0,24,0.25
4744,Ninjas,NULL,Israel,isr,2013,t,1515,125,146,2,273,0.4615
4745,Mets Robotics,AR,USA,NULL,2013,f,1376,10,11,1,22,0.4773
4746,Tecmilenio - Alebrijes - 4746,NULL,Mexico,NULL,2013,f,1495,23,41,0,64,0.3594
4747,Millennium Falcons,TX,USA,NULL,2013,f,1460,5,14,0,19,0.2632
4748,Bulldog (Auto)'bots,SC,USA,pch,2013,t,1433,38,60,0,98,0.3878
4749,Pisgah Robotics,GA,USA,pch,2013,f,1409,88,95,2,185,0.4811
4750,Bert,NJ,USA,fma,2013,t,1459,123,140,1,264,0.4678
4751,Robo Warriors,AB,Canada,NULL,2013,f,1439,12,16,0,28,0.4286
4753,Bexley Lions,OH,USA,NULL,2013,f,1429,14,27,1,42,0.3452
4754,RoBenedicts,ON,Canada,NULL,2013,f,1426,5,18,0,23,0.2174
4755,M^3,MI,USA,fim,2013,f,1408,5,19,0,24,0.2083
4757,Talos,NULL,Israel,isr,2013,f,1437,39,67,1,107,0.3692
4758,RoboBlazers,MI,USA,fim,2013,t,1416,79,128,6,213,0.385
4761,The Robockets,MA,USA,ne,2013,t,1480,174,185,4,363,0.4848
4762,Robo-Saints,MN,USA,NULL,2013,f,1407,25,34,1,60,0.425
4763,i to the Fourth Robotics,CA,USA,NULL,2013,f,1402,26,51,3,80,0.3438
4764,The Memphis MechWarriors,MS,USA,NULL,2013,f,1417,20,57,1,78,0.2628
4765,PWRUP,CA,USA,NULL,2013,t,1407,46,51,1,98,0.4745
4766,Team SCREAM Jr.,MO,USA,NULL,2013,t,1651,52,30,1,83,0.6325
4767,C4,NC,USA,fnc,2013,f,1411,40,70,2,112,0.3661
4768,Cody Comets,MI,USA,fim,2013,t,1367,96,146,2,244,0.3975
4769,Nerdvana,FL,USA,NULL,2013,f,1494,30,28,0,58,0.5172
4770,EDW Robotics,LA,USA,NULL,2013,f,1409,3,6,1,10,0.35
4771,Match,NULL,Mexico,NULL,2013,f,1393,4,9,1,14,0.3214
4772,Optimistic Skyz,WA,USA,pnw,2013,f,1472,20,22,0,42,0.4762
4773,Steel Horses,NY,USA,NULL,2013,f,1318,19,43,0,62,0.3065
4774,The Drop Bears,NULL,Australia,NULL,2013,t,1483,142,106,6,254,0.5709
4775,Aztech Robotics,NULL,Mexico,NULL,2013,t,1502,128,119,2,249,0.5181
4776,S.C.O.T.S. Bots,MI,USA,fim,2013,t,1613,193,207,6,406,0.4828
4777,Spirit Robotics,ON,Canada,ont,2013,f,1467,52,73,0,125,0.416
4778,Stormbots,MN,USA,NULL,2013,t,1504,75,74,1,150,0.5033
4779,RoboSapiens,MI,USA,fim,2013,t,1602,184,194,5,383,0.4869
4780,Tenacious Drones,OH,USA,NULL,2013,f,1543,34,43,0,77,0.4416
4781,RoboSpartans,IN,USA,fin,2013,f,1493,13,27,2,42,0.3333
4782,PrepaTec - Borrebots,NULL,Mexico,NULL,2013,t,1380,44,70,1,115,0.387
4783,The RoboRavens,ON,Canada,ont,2013,f,1551,60,79,3,142,0.4331
4784,ATOM,NULL,Israel,isr,2013,f,1468,42,73,2,117,0.3675
4785,Cougar Robotics,CA,USA,NULL,2013,f,1410,2,10,0,12,0.1667
4786,Nicolet FEAR,WI,USA,NULL,2013,t,1672,135,120,3,258,0.5291
4787,Axiom,IL,USA,NULL,2013,t,1464,55,103,0,158,0.3481
4788,Can't Control,NULL,Australia,NULL,2013,t,1549,16,29,1,46,0.3587
4789,VB Electras,NY,USA,NULL,2013,f,1363,7,9,1,17,0.4412
4790,Yigal-Alon,NULL,Israel,NULL,2013,f,1510,4,5,0,9,0.4444
4791,Pandroids,IN,USA,fin,2013,f,1505,25,48,0,73,0.3425
4792,Desert Storm,NV,USA,NULL,2013,f,1382,45,58,0,103,0.4369
4793,OOBotics,ME,USA,ne,2013,f,1478,5,20,0,25,0.2
4794,infinity,NULL,Israel,NULL,2013,f,1401,12,16,0,28,0.4286
4795,Eastbots,NC,USA,fnc,2013,t,1682,226,165,5,396,0.577
4796,Cyber Dragons,MA,USA,ne,2013,f,1476,58,104,2,164,0.3598
4797,Bryant HS,NY,USA,NULL,2013,f,1549,16,15,1,32,0.5156
4798,Toxic Robos,TX,USA,NULL,2013,f,1388,11,23,1,35,0.3286
4799,Lazbuddie Robotics,TX,USA,fit,2013,f,1410,41,76,1,118,0.3517
4800,Rage Against the Machines,NV,USA,NULL,2013,f,1468,25,25,0,50,0.5
4801,Blacktown Boys Cybernetic Phoenix,NULL,Australia,NULL,2013,f,1412,22,33,1,56,0.4018
4802,U.M.M (Unidentified Moving Machines),NULL,Australia,NULL,2013,f,1318,38,57,1,96,0.401
4803,The Superbots,PA,USA,NULL,2013,f,1440,6,5,0,11,0.5455
4804,Port PiraTech,WI,USA,NULL,2013,f,1516,24,45,0,69,0.3478
4805,Robotic Warriors,LA,USA,NULL,2013,f,1386,19,20,0,39,0.4872
4807,Jag Squad,ON,Canada,NULL,2013,f,1447,6,18,1,25,0.26
4808,Tigers,ON,Canada,NULL,2013,f,1357,4,8,0,12,0.3333
4809,Black Knight Robotics,MO,USA,NULL,2013,t,1462,44,63,1,108,0.412
4810,I AM Robot,MI,USA,fim,2013,t,1479,141,163,5,309,0.4644
4811,Majestic Eagles,MI,USA,fim,2013,f,1604,84,108,3,195,0.4385
4812,Crosby Robotics Team,CT,USA,NULL,2013,f,1513,6,3,0,9,0.6667
4814,WE MARS Incubator,ON,Canada,ont,2013,f,1552,139,114,3,256,0.5488
4815,ELECTROPANTHERS,MI,USA,fim,2013,f,1465,87,118,2,207,0.4251
4816,Gadget Girls,NC,USA,fnc,2013,t,1466,71,134,3,208,0.3486
4817,One Degree North,NULL,Singapore,NULL,2013,t,1498,56,90,2,148,0.3851
4818,The Herd,ND,USA,NULL,2013,f,1516,73,82,2,157,0.4713
4819,Flat Mountain Mechanics,MI,USA,fim,2013,f,1566,125,119,4,248,0.5121
4820,Huey Tlatoani,NULL,Mexico,NULL,2013,f,1458,10,14,0,24,0.4167
4821,cyberUs,DC,USA,chs,2013,t,1436,93,112,7,212,0.4552
4823,Metal Manes,SC,USA,pch,2013,t,1403,44,74,1,119,0.3739
4824,BerryBotics,IN,USA,fin,2013,f,1454,33,65,2,100,0.34
4825,The Coltenoids,ON,Canada,NULL,2013,f,1373,16,18,0,34,0.4706
4827,Minerbotics,MI,USA,fim,2013,t,1470,110,146,4,260,0.4308
4828,RoboEagles,NC,USA,fnc,2013,t,1465,154,178,6,338,0.4645
4829,Titanium Tigers,NC,USA,fnc,2013,t,1514,126,128,6,260,0.4962
4830,ROBOT  2E,NULL,China,NULL,2013,f,1348,11,21,0,32,0.3438
4832,CroBots,LA,USA,NULL,2013,f,1439,6,13,1,20,0.325
4833,Bangarang,FL,USA,NULL,2013,f,1459,5,14,0,19,0.2632
4834,RoboColts,MI,USA,fim,2013,f,1428,8,16,0,24,0.3333
4835,Junkyard Dawgs,MI,USA,fim,2013,t,1473,102,136,6,244,0.4303
4836,Zai,NULL,Mexico,NULL,2013,f,1396,3,8,0,11,0.2727
4838,Outlaws,MI,USA,fim,2013,t,1411,60,122,2,184,0.3315
4839,none,MI,USA,fim,2013,f,1443,7,17,0,24,0.2917
4840,The Panthers,MI,USA,fim,2013,f,1387,62,113,3,178,0.3567
4841,Optimal Robotics,AZ,USA,NULL,2013,f,1491,47,69,2,118,0.4068
4842,Botrregos,NULL,Mexico,NULL,2013,f,1427,30,43,0,73,0.411
4843,Mystery Science Robotics,AR,USA,NULL,2013,f,1555,3,9,0,12,0.25
4845,Lion's Pride,MN,USA,NULL,2013,f,1497,39,43,1,83,0.4759
4846,G.I. Frost Bots,IN,USA,fin,2013,f,1366,23,48,1,72,0.3264
4847,Techno-Logic Trojans,SC,USA,pch,2013,f,1475,21,48,0,69,0.3043
4848,Black Knights,AR,USA,NULL,2013,f,1439,5,7,0,12,0.4167
4849,Rock City Robots,AR,USA,NULL,2013,f,1436,13,21,0,34,0.3824
4850,Mr. Parks' Robotics,MN,USA,NULL,2013,f,1479,5,3,0,8,0.625
4851,JungleBots,MI,USA,fim,2013,t,1454,100,130,5,235,0.4362
4852,The Eliminators,TX,USA,NULL,2013,f,1377,24,33,0,57,0.4211
4853,RoboCats,TX,USA,NULL,2013,f,1506,8,16,0,24,0.3333
4854,Trobots,MI,USA,fim,2013,t,1354,96,138,3,237,0.4114
4855,Ramageddon,MI,USA,fim,2013,t,1494,162,170,3,335,0.4881
4856,Brearley/Chapin Double X,NY,USA,NULL,2013,f,1388,17,48,0,65,0.2615
4859,The CyBears,MN,USA,NULL,2013,t,1552,50,80,0,130,0.3846
4860,Salesian Ironmen,NY,USA,NULL,2013,t,1539,5,7,0,12,0.4167
4901,Garnet Squadron,SC,USA,NULL,2014,f,1475,31,42,0,73,0.4247
4902,The Wildebots,ON,Canada,ont,2014,f,1506,44,79,3,126,0.3611
4903,Mustangs,ON,Canada,ont,2014,t,1654,166,141,3,310,0.5403
4904,Bot-Provoking,CA,USA,NULL,2014,t,1485,75,97,4,176,0.4375
4905,Andromeda One,MA,USA,ne,2014,t,1557,224,185,5,414,0.5471
4906,The Collective,ME,USA,ne,2014,t,1527,121,142,1,264,0.4602
4907,Thunderstamps,ON,Canada,ont,2014,t,1703,187,139,3,329,0.5729
4908,Duxbury Dragons,MA,USA,ne,2014,t,1439,122,134,6,262,0.4771
4909,Bionics,MA,USA,ne,2014,t,1656,247,189,4,440,0.5659
4910,East Cobb Robotics,GA,USA,pch,2014,f,1853,204,92,2,298,0.6879
4911,CyberKnights,WA,USA,pnw,2014,t,1608,382,206,5,593,0.6484
4912,Panthers,TN,USA,NULL,2014,f,1371,3,8,0,11,0.2727
4913,Huskyteers,CA,USA,NULL,2014,f,1591,70,63,3,136,0.5257
4914,Panthers,ON,Canada,ont,2014,f,1582,96,108,1,205,0.4707
4915,Spartronics,WA,USA,pnw,2014,t,1551,202,188,5,395,0.5177
4917,Sir Lancerbot,ON,Canada,ont,2014,t,1585,248,170,3,421,0.5926
4918,The Roboctopi,WA,USA,pnw,2014,t,1576,148,168,3,319,0.4687
4919,Team Ronin,CA,USA,NULL,2014,t,1422,28,60,1,89,0.3202
4920,Belle River Boltheads,ON,Canada,ont,2014,t,1689,115,135,2,252,0.4603
4921,KDHS HAWKTOBOTS,ON,Canada,NULL,2014,f,1369,12,18,0,30,0.4
4922,Tartans,ON,Canada,NULL,2014,f,1423,2,9,0,11,0.1818
4923,LaserBots,ON,Canada,ont,2014,f,1392,9,21,0,30,0.3
4924,STEM Pythons,TN,USA,NULL,2014,f,1516,26,47,0,73,0.3562
4925,The Resistance,NH,USA,ne,2014,t,1437,88,134,3,225,0.3978
4926,GalacTech,IN,USA,fin,2014,t,1576,154,181,7,342,0.4605
4927,Marauders,IN,USA,NULL,2014,f,1488,4,8,0,12,0.3333
4928,Arabian Knights,NULL,United Arab Emirates,NULL,2014,f,1466,10,13,0,23,0.4348
4929,Maroon Monsoon,MA,USA,ne,2014,f,1503,70,100,0,170,0.4118
4930,Electric Mayhem,NY,USA,NULL,2014,t,1533,143,142,6,291,0.5017
4931,Edwardsville Technologies,IL,USA,NULL,2014,t,1395,63,57,1,121,0.5248
4932,Cougar Robotics,ON,Canada,ont,2014,f,1574,56,75,1,132,0.428
4933,Code Green,OK,USA,NULL,2014,f,1418,21,34,0,55,0.3818
4935,T-Rex,NC,USA,fnc,2014,t,1485,193,179,8,380,0.5184
4936,Viral Vortex,ON,Canada,ont,2014,f,1465,85,89,3,177,0.4887
4937,Santa Cruz Robotics,NULL,Brazil,NULL,2014,f,1428,0,0,0,0,0
4938,Falcons,ON,Canada,ont,2014,f,1432,41,66,2,109,0.3853
4939,Allspark9,ON,Canada,ont,2014,f,1522,143,127,6,276,0.529
4940,Knight Vision,ON,Canada,ont,2014,t,1476,76,109,2,187,0.4118
4941,RoboBibb,GA,USA,pch,2014,f,1607,151,110,6,267,0.5768
4942,Spartech,QC,Canada,NULL,2014,f,1562,31,46,3,80,0.4062
4943,"""R Cubed""  ",ON,Canada,ont,2014,f,1435,22,40,1,63,0.3571
4944,The Hi Fives,CO,USA,NULL,2014,t,1618,142,143,1,286,0.4983
4945,Titanium-Wrecks,MD,USA,chs,2014,f,1496,56,49,1,106,0.533
4946,The Alpha Dogs,ON,Canada,ont,2014,t,1705,247,163,2,412,0.6019
4947,Fenix,QC,Canada,NULL,2014,t,1494,62,53,0,115,0.5391
4949,Robo Panthers,MD,USA,chs,2014,f,1355,47,99,3,149,0.3255
4950,Centaures,QC,Canada,NULL,2014,f,1530,38,40,1,79,0.4873
4951,CDS Cyclones,ON,Canada,ont,2014,t,1413,104,119,5,228,0.4671
4952,Les Carnicas,QC,Canada,NULL,2014,t,1516,51,59,1,111,0.464
4953,Laser Beam,NULL,China,NULL,2014,f,1458,14,13,2,29,0.5172
4954,Palindrome Robotics,DE,USA,fma,2014,f,1386,99,112,3,214,0.4696
4955,LA Tech,QC,Canada,NULL,2014,t,1505,56,63,3,122,0.4713
4956,RoboSharks,MI,USA,fim,2014,t,1514,155,156,6,317,0.4984
4957,Lynx,QC,Canada,NULL,2014,t,1425,35,45,0,80,0.4375
4958,Robocats,NH,USA,ne,2014,f,1523,65,97,3,165,0.403
4959,Millennium Falcons,MO,USA,NULL,2014,t,1440,108,121,4,233,0.4721
4960,Polibot San Carlos,NULL,Chile,NULL,2014,f,1349,2,8,0,10,0.2
4961,Shock and Awe-sum,MI,USA,fim,2014,t,1447,142,146,1,289,0.4931
4962,Knight Tech Robotics,AZ,USA,NULL,2014,f,1348,13,21,0,34,0.3824
4964,Roosevelt Robotics,CA,USA,NULL,2014,t,1432,52,73,2,127,0.4173
4965,FIRE,SC,USA,pch,2014,f,1515,93,86,0,179,0.5196
4966,Condor Force Robot,NULL,Chile,NULL,2014,f,1403,1,9,0,10,0.1
4967,That ONE Team-OurNextEngineers,MI,USA,fim,2014,t,1679,306,203,7,516,0.5998
4968,RoboHawks,ON,Canada,ont,2014,f,1499,56,78,1,135,0.4185
4969,Iron FeNix,VA,USA,chs,2014,f,1409,16,23,0,39,0.4103
4970,ICE Cubed,MI,USA,fim,2014,f,1443,134,125,0,259,0.5174
4972,BORUSAN ROBOTICS,NULL,Turkey,NULL,2014,t,1490,28,42,0,70,0.4
4973,Gator Gears,CA,USA,NULL,2014,t,1475,56,71,4,131,0.4427
4975,Team RobotISTs,NULL,Turkey,NULL,2014,f,1410,4,6,2,12,0.4167
4976,Revolt Robotics,ON,Canada,ont,2014,t,1650,250,144,5,399,0.6328
4977,Iron Lion,NULL,Mexico,NULL,2014,f,1502,25,29,0,54,0.463
4978,Tiger Robotics,LA,USA,NULL,2014,f,1448,28,41,0,69,0.4058
4979,DevilStorm Robotics,IL,USA,NULL,2014,f,1493,25,38,0,63,0.3968
4980,Canine Crusaders,WA,USA,pnw,2014,t,1519,165,187,2,354,0.4689
4981,Grifftechs,TX,USA,NULL,2014,f,1420,3,7,0,10,0.3
4982,Olympus Robotics,IN,USA,fin,2014,t,1508,139,151,7,297,0.4798
4983,IronBots,MI,USA,fim,2014,t,1569,124,138,5,267,0.4738
4984,Bullseye,CA,USA,NULL,2014,t,1482,99,100,1,200,0.4975
4985,elkSPLOSION,AZ,USA,NULL,2014,f,1462,24,34,0,58,0.4138
4986,Iron Eagles,MN,USA,NULL,2014,f,1449,11,15,1,27,0.4259
4987,MegaRams,MA,USA,ne,2014,t,1396,63,126,3,192,0.3359
4988,Yooper Troopers,MI,USA,fim,2014,t,1422,126,129,3,258,0.4942
4989,Jaguars,TN,USA,NULL,2014,f,1354,7,13,0,20,0.35
4990,Gryphon Robotics,CA,USA,NULL,2014,t,1503,81,76,2,159,0.5157
4991,Horsepower,PA,USA,NULL,2014,t,1602,64,70,2,136,0.4779
4992,Sparbotics,ON,Canada,ont,2014,t,1505,115,127,1,243,0.4753
4993,Molten Steel,MN,USA,NULL,2014,f,1474,7,13,1,21,0.3571
4994,Kingston Robo-Cards,MI,USA,fim,2014,t,1531,139,150,4,293,0.4812
4995,Rockets,MI,USA,fim,2014,f,1470,19,32,0,51,0.3725
4996,RHS FIRST Robotics Enterprise: Team SPOT,NC,USA,NULL,2014,f,1431,9,14,0,23,0.3913
4997,The Golden Machine,CA,USA,NULL,2014,f,1513,8,12,0,20,0.4
4998,TESLA,MI,USA,fim,2014,t,1516,95,127,4,226,0.4292
4999,Momentum,CA,USA,NULL,2014,t,1470,39,69,3,111,0.3649
5000,Hammerheads,MA,USA,ne,2014,t,1568,125,127,2,254,0.4961
5001,Fast and Serious,OK,USA,NULL,2014,f,1381,13,23,0,36,0.3611
5002,Dragon Robotics,TN,USA,NULL,2014,t,1511,83,111,1,195,0.4282
5003,Topperbotics,WI,USA,NULL,2014,f,1428,24,32,3,59,0.4322
5004,Gravity Loop,GA,USA,pch,2014,f,1500,26,34,0,60,0.4333
5005,Boyd-Buchanan Robotics,TN,USA,NULL,2014,t,1476,39,80,0,119,0.3277
5006,Apophis,AR,USA,NULL,2014,t,1624,140,171,0,311,0.4502
5007,Phantomechanics,FL,USA,NULL,2014,f,1512,3,9,0,12,0.25
5008,(robo)LIONS,MI,USA,fim,2014,f,1478,31,48,0,79,0.3924
5009,Techno Inventors of Puerto Rico,PR,USA,NULL,2014,f,1425,1,9,0,10,0.1
5010,Tiger Dynasty,IN,USA,fin,2014,t,1666,154,157,7,318,0.4953
5012,Gryffingear,CA,USA,NULL,2014,t,1410,170,169,3,342,0.5015
5013,Trobots,MO,USA,NULL,2014,t,1649,124,84,5,213,0.5939
5014,Wildcats,MI,USA,fim,2014,f,1453,33,41,1,75,0.4467
5015,SWAT Bots Robotics,AB,Canada,NULL,2014,f,1607,79,58,2,139,0.5755
5016,Huntington Robotics,NY,USA,NULL,2014,t,1483,101,117,0,218,0.4633
5017,Pirates,MI,USA,fim,2014,f,1382,25,46,1,72,0.3542
5018,The Droids You're Looking For,FL,USA,NULL,2014,f,1349,0,11,1,12,0.0417
5019,Gearbox Heroes,WI,USA,NULL,2014,t,1515,39,57,4,100,0.41
5020,CavBOTS,SC,USA,NULL,2014,f,1360,10,23,1,34,0.3088
5022,Rat Rod Robotics,TN,USA,NULL,2014,f,1413,65,62,1,128,0.5117
5023,Furious Disco Ninjas,CA,USA,NULL,2014,f,1460,10,11,0,21,0.4762
5024,Raider Robotics,ON,Canada,ont,2014,t,1604,184,167,2,353,0.5241
5025,Pacific Steel,CA,USA,NULL,2014,t,1498,74,95,1,170,0.4382
5026,Iron Panthers,CA,USA,NULL,2014,t,1630,134,136,2,272,0.4963
5027,Event Horizon (5027),CA,USA,NULL,2014,t,1430,41,70,0,111,0.3694
5028,Seacoast Robotics,FL,USA,NULL,2014,f,1438,4,6,0,10,0.4
5030,The Second Mouse,NY,USA,NULL,2014,f,1585,112,82,3,197,0.5761
5031,Full Metal Mustangs,ON,Canada,ont,2014,t,1529,103,111,2,216,0.4815
5032,Falcons,ON,Canada,ont,2014,t,1515,110,136,3,249,0.4478
5033,Beavertronics,ON,Canada,ont,2014,f,1359,26,51,2,79,0.3418
5034,River City Robotics,TN,USA,NULL,2014,f,1548,13,26,0,39,0.3333
5035,eNimkii,ON,Canada,NULL,2014,f,1526,8,14,0,22,0.3636
5036,The Robo Devils,ON,Canada,ont,2014,t,1478,160,145,4,309,0.5243
5038,MEGIDDO LIONS,NULL,Israel,isr,2014,f,1490,80,87,3,170,0.4794
5039,Irish Iron,ON,Canada,ont,2014,f,1520,77,81,2,160,0.4875
5040,BoltBot,TN,USA,NULL,2014,f,1460,11,20,0,31,0.3548
5041,CyBears,IA,USA,NULL,2014,t,1518,41,71,1,113,0.3673
5043,Challenger,AZ,USA,NULL,2014,f,1395,3,7,1,11,0.3182
5045,SpartaBot,TN,USA,NULL,2014,t,1369,67,96,4,167,0.4132
5046,Jacked Up Jackets,MI,USA,fim,2014,t,1448,177,154,2,333,0.5345
5047,DV CONQUISTABOTS,TX,USA,fit,2014,f,1384,46,60,1,107,0.4346
5048,Spartronics,MI,USA,fim,2014,f,1443,137,142,4,283,0.4912
5049,Minerbots,NV,USA,NULL,2014,t,1424,30,60,2,92,0.337
5050,Cow Town Robotics,MI,USA,fim,2014,t,1591,268,135,3,406,0.6638
5051,Fast Eddie Robotics,ON,Canada,NULL,2014,f,1469,10,10,0,20,0.5
5052,The RoboLobos,TX,USA,fit,2014,t,1419,93,103,3,199,0.4749
5053,Lakers,MI,USA,fim,2014,t,1539,219,161,1,381,0.5761
5055,robodogs,LA,USA,NULL,2014,f,1369,1,9,0,10,0.1
5056,MegaHurtz Robotics,MI,USA,fim,2014,t,1491,113,127,2,242,0.4711
5057,RoboBusters,TX,USA,fit,2014,f,1454,59,60,2,121,0.4959
5058,CGLA Mustang Innovators,TN,USA,NULL,2014,f,1376,11,20,0,31,0.3548
5059,The Midnight Cicadas,AZ,USA,NULL,2014,t,1415,69,83,1,153,0.4542
5060,IgKnight,MO,USA,NULL,2014,t,1484,25,51,2,78,0.3333
5063,BuzzBots,SC,USA,pch,2014,f,1360,23,39,0,62,0.371
5064,Opcom,AB,Canada,NULL,2014,f,1379,12,26,0,38,0.3158
5065,Knights #5065,MI,USA,fim,2014,t,1456,81,129,4,214,0.3879
5066,Singularity,MI,USA,fim,2014,t,1526,122,139,10,271,0.4686
5067,Steiner Steel Storm,MI,USA,fim,2014,t,1534,139,139,1,279,0.5
5068,The Outsiders,MI,USA,fim,2014,f,1432,31,35,0,66,0.4697
5069,The Iron Giants,MI,USA,fim,2014,f,1569,98,104,4,206,0.4854
5070,Gearnotics,TX,USA,fit,2014,t,1412,39,105,1,145,0.2724
5071,Charger Robotics,UT,USA,NULL,2014,t,1449,38,60,0,98,0.3878
5072,Raider Robotics,MI,USA,fim,2014,f,1476,82,109,0,191,0.4293
5073,Sparks,MI,USA,fim,2014,f,1438,20,28,0,48,0.4167
5074,RoboMustangs,GA,USA,pch,2014,f,1425,82,92,2,176,0.4716
5075,RoboJackets,AZ,USA,NULL,2014,f,1484,9,14,0,23,0.3913
5076,Richardson Stormbots,ON,Canada,ont,2014,f,1529,63,76,3,142,0.4542
5077,RoboCards,OH,USA,NULL,2014,f,1457,16,31,0,47,0.3404
5078,ROBO-KAOS,AB,Canada,NULL,2014,f,1419,44,62,1,107,0.4159
5080,Robot Alchemy Manipulators ,DE,USA,fma,2014,f,1397,17,30,1,48,0.3646
5081,Lumbernators,MI,USA,fim,2014,f,1411,15,13,2,30,0.5333
5082,Northmen Robotics,MO,USA,NULL,2014,f,1484,38,59,0,97,0.3918
5084,Team FridgeBot,MI,USA,fim,2014,t,1557,211,157,3,371,0.5728
5085,LakerBots,OR,USA,pnw,2014,f,1439,129,119,6,254,0.5197
5086,Cadillac Connectors,MI,USA,fim,2014,t,1554,163,146,3,312,0.5272
5087,Marsden High School,NULL,Australia,NULL,2014,f,1523,39,42,2,83,0.4819
5088,Engadine Robots,MI,USA,NULL,NULL,f,NULL,0,0,0,0,0
5089,Robo-Nerds,CA,USA,NULL,2014,t,1523,106,99,4,209,0.5167
5090,TorqueNados,MI,USA,fim,2014,t,1544,153,164,2,319,0.4828
5091,Squirrels,ON,Canada,NULL,2014,f,1412,5,7,0,12,0.4167
5092,Titanium Tigers,ON,Canada,ont,2014,f,1469,23,39,1,63,0.373
5093,Tech-Sets,NULL,Mexico,NULL,2014,f,1512,25,29,1,55,0.4636
5094,Blizzard,ON,Canada,ont,2014,f,1320,10,22,0,32,0.3125
5095,RoBeauce,QC,Canada,NULL,2014,f,1412,25,34,2,61,0.4262
5096,The Teutonic Force,WI,USA,NULL,2014,t,1450,32,49,2,83,0.3976
5098,STING - R,MO,USA,NULL,2014,t,1498,126,128,3,257,0.4961
5099,Northport Robotics,NY,USA,NULL,2014,t,1443,51,62,0,113,0.4513
5100,Romanoid,CA,USA,NULL,2014,f,1475,9,24,1,34,0.2794
5101,Braves,AZ,USA,NULL,2014,f,1414,14,21,1,36,0.4028
5102,The Underbots,CA,USA,NULL,2014,f,1524,52,54,2,108,0.4907
5103,Jaegernauts,TX,USA,fit,2014,t,1470,41,54,4,99,0.4343
5104,BreakerBots,CA,USA,NULL,2014,t,1563,123,112,4,239,0.523
5106,High Impact Technologies,MD,USA,chs,2014,f,1522,20,27,1,48,0.4271
5107,The Neurotoxins,CA,USA,NULL,2014,f,1465,24,48,1,73,0.3356
5109,Gladiator Robotics,GA,USA,pch,2014,t,1529,143,157,4,304,0.477
5110,Robo Herd,MI,USA,fim,2014,t,1506,128,126,5,259,0.5039
5111,SaxonBots,WA,USA,pnw,2014,f,1384,62,73,0,135,0.4593
5112,The Gongoliers,RI,USA,ne,2014,t,1537,143,139,5,287,0.507
5113,Combustible Lemons,NJ,USA,fma,2014,t,1389,129,148,2,279,0.4659
5114,Titanium Tigers 5114,MI,USA,fim,2014,t,1591,285,207,1,493,0.5791
5115,Knight Riders,MD,USA,chs,2014,t,1547,138,127,2,267,0.5206
5116,Silicon Claymore,AB,Canada,NULL,2014,f,1384,10,9,0,19,0.5263
5117,Comets,AB,Canada,NULL,2014,f,1383,11,25,0,36,0.3056
5118,Kainai High School K-Bots,AB,Canada,NULL,2014,t,1402,59,93,3,155,0.3903
5119,Team STEAM,KS,USA,NULL,2014,t,1605,64,52,1,117,0.5513
5121,Trobots,CA,USA,NULL,2014,f,1349,6,8,0,14,0.4286
5122,robOTies,ME,USA,ne,2014,f,1425,96,108,1,205,0.4707
5123,Mechadogs,NY,USA,NULL,2014,t,1454,56,89,1,146,0.387
5124,West Torrance Robotics,CA,USA,NULL,2014,t,1523,144,112,1,257,0.5623
5125,Hawks on the Horizon,IL,USA,NULL,2014,t,1525,67,82,2,151,0.4503
5126,Electromagnetic Panthers (E.M.P.),MO,USA,NULL,2014,t,1535,79,94,2,175,0.4571
5127,Red Hurricane,NULL,China,NULL,2014,f,1447,6,8,0,14,0.4286
5128,Shenzhen Middle School Team,NULL,China,NULL,2014,f,1477,7,7,0,14,0.5
5129,Digital Devils,CT,USA,ne,2014,f,1445,58,74,3,135,0.4407
5130,Undercogs,SC,USA,pch,2014,t,1499,35,59,1,95,0.3737
5131,Rockets Robots2014,MA,USA,NULL,NULL,f,NULL,0,0,0,0,0
5132,RoboClovers,GA,USA,pch,2014,f,1450,84,87,2,173,0.4913
5133,PrepaTec - Blue Steel,NULL,Mexico,NULL,2014,t,1389,55,61,1,117,0.4744
5134,RoboWolves,CA,USA,NULL,2014,f,1472,41,68,0,109,0.3761
5135,Black Unicorns,NULL,Israel,isr,2014,t,1655,113,139,4,256,0.4492
5136,MechaPirates,CA,USA,NULL,2014,t,1484,64,69,1,134,0.4813
5137,Iron Kodiaks,CA,USA,NULL,2014,t,1499,103,102,3,208,0.5024
5140,Systematic Targeting Of Robotic Mayhem (S.T.O.R.M.),AB,Canada,NULL,2014,f,1421,6,7,0,13,0.4615
5141,GRIFFINITE,MO,USA,NULL,2014,t,1451,46,62,1,109,0.4266
