team,name,state,country,district,rookie_year,active,norm_epa,wins,losses,ties,count,winrate
457,⚙️ Grease Monkeys ⚙️,TX,USA,fit,2000,t,1428,204,242,15,461,0.4588
459,Rampage Robotics,FL,USA,NULL,2000,f,1451,17,39,0,56,0.3036
460,Xavier Robotics,AZ,USA,NULL,2000,f,1505,8,13,0,21,0.381
461,Westside Boiler Invasion,IN,USA,fin,2000,t,1742,398,343,15,756,0.5364
462,The Rambunctious Rams,MS,USA,NULL,2000,f,1372,83,90,7,180,0.4806
467,Colonials,MA,USA,ne,2000,t,1600,278,303,14,595,0.479
468,Aftershock,MI,USA,fim,2000,f,1426,120,215,11,346,0.3627
469,Las Guerrillas,MI,USA,fim,2000,t,1629,806,308,14,1128,0.7207
470,Grizzly Robotics,MI,USA,fim,2000,f,1564,195,212,6,413,0.4794
471,Cyber Tigers,MI,USA,NULL,2000,f,1418,18,17,1,36,0.5139
473,RoboDevils!!,MT,USA,NULL,2000,f,1591,95,91,7,193,0.5104
476,Wildcats,OK,USA,NULL,2000,f,1487,150,134,10,294,0.5272
478,Critical Mass,CA,USA,NULL,2000,f,1386,3,11,0,14,0.2143
480,Hybrid,CA,USA,NULL,2000,f,1484,24,26,1,51,0.4804
481,The Hitchhikers,CA,USA,NULL,2000,f,1299,56,71,4,131,0.4427
484,Roboforce,PA,USA,fma,2000,t,1637,306,304,12,622,0.5016
486,Positronic Panthers,PA,USA,fma,2000,t,1500,336,302,7,645,0.5264
487,Spartans,PA,USA,NULL,2000,f,1360,19,26,2,47,0.4255
488,Team XBOT,WA,USA,pnw,2000,t,1707,364,296,12,672,0.5506
491,Technotics,CT,USA,NULL,2000,f,1373,2,15,0,17,0.1176
492,Titan Robotics Club,WA,USA,pnw,2001,t,1620,361,264,8,633,0.5766
493,Team 493,OH,USA,NULL,2001,f,1439,7,9,0,16,0.4375
494,Martians,MI,USA,fim,2001,t,1719,728,374,22,1124,0.6575
496,Royals,NY,USA,NULL,2001,t,1456,104,117,5,226,0.4712
497,Orange Crush,VA,USA,NULL,2001,f,1457,8,6,1,15,0.5667
498,The Cobra Commanders,AZ,USA,NULL,2001,t,1612,262,225,7,494,0.5374
499,Toltechs,TX,USA,NULL,2001,f,1395,72,129,8,209,0.3636
500,Team 500/Team USA,CT,USA,NULL,2001,f,1461,33,49,1,83,0.4036
501,Team 501 - The PowerKnights Robotics Team,NH,USA,ne,2001,t,1509,291,253,10,554,0.5343
502,Robo Rockers,NY,USA,NULL,2001,f,1424,2,7,1,10,0.25
503,Frog Force,MI,USA,fim,2001,t,1617,658,512,16,1186,0.5616
505,Team 505,NY,USA,NULL,2001,f,1418,11,19,1,31,0.371
506,BroBots,NY,USA,NULL,2001,f,1504,12,18,0,30,0.4
507,Solid Orange Academy of Robotics (SOAR),SC,USA,NULL,2001,f,1458,34,32,2,68,0.5147
509,Red Storm,NH,USA,ne,2001,t,1563,175,204,12,391,0.4629
510,Hawaii Five-10,VA,USA,NULL,2001,f,1501,23,23,0,46,0.5
512,Team 512,MA,USA,NULL,2001,f,1381,3,5,0,8,0.375
513,Renegade Robotics,OK,USA,NULL,2001,f,1402,4,19,1,24,0.1875
514,Entropy,NY,USA,NULL,2001,t,1478,164,171,9,344,0.4898
515,TechnoKnights,MI,USA,fim,2001,f,1300,102,154,4,260,0.4
518,Blue Steel,MI,USA,fim,2001,f,1509,56,73,2,131,0.4351
519,Robo Masters,MI,USA,fim,2001,f,1486,145,177,7,329,0.4514
521,"L33T CREW (""leet crew"")",CT,USA,NULL,2001,f,1299,23,41,1,65,0.3615
522,ROBO WIZARDS,NY,USA,NULL,2001,f,1412,199,164,13,376,0.5465
524,Team 524,CA,USA,NULL,2001,f,1591,15,8,0,23,0.6522
525,Swartdogs,IA,USA,NULL,2001,t,1625,454,193,3,650,0.7008
527,Red Dragons,NY,USA,NULL,2001,t,1559,268,244,3,515,0.5233
528,The Persuaders,PA,USA,NULL,2001,f,1571,29,48,1,78,0.3782
529,The Mansfield Hornets,MA,USA,NULL,2001,f,1415,42,92,6,140,0.3214
533,The PSIcotics,NY,USA,NULL,2001,t,1526,210,239,16,465,0.4688
535,G-Force,IN,USA,NULL,2001,f,1499,24,29,1,54,0.4537
537,Charger Robotics,WI,USA,NULL,2001,t,1632,309,285,13,607,0.5198
538,Renaissance Robotics,AL,USA,NULL,2001,t,1404,149,181,7,337,0.4525
539,Titan Robotics,VA,USA,chs,2001,t,1436,149,173,6,328,0.4634
540,TALON 540 Godwin Robotics,VA,USA,chs,2001,t,1446,198,225,11,434,0.4689
541,Surgeons of Steel,OH,USA,NULL,2001,f,1420,36,32,2,70,0.5286
545,ROBO-DAWGS,NY,USA,NULL,2001,t,1439,115,128,4,247,0.4737
546,Technotics,CT,USA,NULL,2001,f,1398,28,31,2,61,0.4754
547,Falcon Engineering And Robotics,TN,USA,NULL,2001,t,1511,136,129,5,270,0.513
548,Robostangs,MI,USA,fim,2001,t,1603,542,421,9,972,0.5622
549,DevilDawgs,MA,USA,NULL,2001,f,1561,103,86,2,191,0.5445
550,NanKnights,NJ,USA,NULL,2001,f,1482,26,32,4,62,0.4516
551,Team 551,NJ,USA,NULL,2001,f,1431,1,9,1,11,0.1364
554,The Blue Grease Crew,KY,USA,NULL,2001,t,1551,120,123,6,249,0.494
555,Montclair Robotics,NJ,USA,fma,2001,t,1554,279,306,18,603,0.4776
557,Flaming Cardinals,MI,USA,NULL,2001,f,1360,13,30,0,43,0.3023
558,Elm City Robo Squad,CT,USA,ne,2001,t,1499,357,326,11,694,0.5223
560,Camdenton 4-H LASER HWE #3,MI,USA,NULL,2001,f,1541,8,8,0,16,0.5
561,Camdenton 4-H LASER HWE #4,PA,USA,NULL,2001,f,1457,12,14,0,26,0.4615
562,SPARK - Students Pursuing Applied Robotics Knowledge,MA,USA,NULL,2001,f,1477,50,40,5,95,0.5526
563,Thrashers,PA,USA,NULL,2001,f,1540,67,69,4,140,0.4929
564,Longwood Robotics,NY,USA,NULL,2001,t,1494,117,135,5,257,0.465
565,Camdenton 4-H LASER ORI #3,DE,USA,NULL,2001,f,1533,6,4,0,10,0.6
566,Hot Wired 566,NY,USA,NULL,2001,f,1482,14,27,0,41,0.3415
568,Nerds of the North,AK,USA,pnw,2001,t,1428,160,210,8,378,0.4339
569,Rambots 569,NY,USA,NULL,2001,t,1365,110,121,7,238,0.4769
570,Team Phoenix,NY,USA,NULL,2001,f,1442,30,38,1,69,0.442
571,Team Paragon,CT,USA,ne,2001,t,1554,237,275,9,521,0.4635
573,Mech Warriors,MI,USA,fim,2001,t,1632,542,392,8,942,0.5796
574,Team 574,NY,USA,NULL,2001,f,1407,3,10,0,13,0.2308
576,Nerd Kings,CA,USA,NULL,2001,f,1383,5,9,0,14,0.3571
578,R-cubed  - Red Raider Robotics,NY,USA,NULL,2001,t,1553,230,234,4,468,0.4957
580,Viking Robotics,CA,USA,NULL,2001,f,1340,93,114,8,215,0.4512
581,Blazing Bulldogs,CA,USA,NULL,2001,t,1818,146,174,4,324,0.4568
582,Viking Electros,FL,USA,NULL,2001,f,1447,21,38,2,61,0.3607
583,Team 583,WA,USA,NULL,2001,f,1413,2,9,0,11,0.1818
585,Cyber Penguins,CA,USA,NULL,2001,f,1383,171,283,13,467,0.3801
587,The Hedgehogs,NC,USA,fnc,2001,t,1652,363,289,16,668,0.5554
588,Jagtronx,FL,USA,NULL,2001,f,1467,18,27,0,45,0.4
589,Falkon Robotics,CA,USA,NULL,2001,t,1457,154,175,11,340,0.4691
590,Chahta Warriors,MS,USA,NULL,2001,t,1387,95,109,5,209,0.4665
591,Power Surge,CA,USA,NULL,2001,f,1449,2,5,0,7,0.2857
596,SciClones,MA,USA,NULL,2001,f,1526,40,67,4,111,0.3784
597,The Wolverines,CA,USA,NULL,2001,t,1610,283,282,15,580,0.5009
598,Team Duct Tape,CA,USA,NULL,2001,f,1471,13,20,0,33,0.3939
599,The Robodox,CA,USA,NULL,2001,t,1634,308,255,9,572,0.5463
600,RamRod Robotics,VA,USA,NULL,2001,f,1441,11,25,3,39,0.3205
601,BayBots,NY,USA,NULL,2001,t,1423,49,64,0,113,0.4336
602,MTC,VA,USA,NULL,2001,f,1479,14,21,0,35,0.4
604,Quixilver,CA,USA,NULL,2001,t,1790,376,224,11,611,0.6244
605,Astromechs,CA,USA,NULL,2001,f,1394,9,17,0,26,0.3462
606,Cyber Eagles,CA,USA,NULL,2001,t,1448,91,125,4,220,0.4227
607,Mindstorm Overlords,MS,USA,NULL,2001,f,1476,5,5,1,11,0.5
609,VentureBOTS,CA,USA,NULL,2001,f,1491,20,15,1,36,0.5694
610,Crescent Coyotes,ON,Canada,ont,2001,t,1636,569,262,14,845,0.6817
611,Saxons,VA,USA,chs,2001,t,1537,170,236,8,414,0.4203
612,Chantilly Robotics,VA,USA,chs,2001,t,1512,321,283,16,620,0.5306
613,NeoWarriors,NJ,USA,fma,2001,f,1464,87,121,6,214,0.4206
614,Night Hawks,VA,USA,chs,2001,t,1593,261,224,17,502,0.5369
615,Knights,DC,USA,chs,2001,f,1382,23,52,3,78,0.3141
616,Southampton Indians,VA,USA,NULL,2001,f,1525,9,14,2,25,0.4
617,Enginerds,VA,USA,chs,2001,t,1464,100,161,4,265,0.3849
618,E.A.R.T.H. Squad (Edison Achieving Real Technological Heights),PA,USA,NULL,2001,f,1299,28,59,3,90,0.3278
619,Cavalier Robotics,VA,USA,chs,2001,t,1478,162,199,9,370,0.45
620,Warbots,VA,USA,chs,2001,t,1473,236,232,6,474,0.5042
622,Team 622,VA,USA,NULL,2001,f,1423,2,6,0,8,0.25
623,Oakton Cougar Robotics,VA,USA,chs,2001,t,1588,280,200,10,490,0.5816
624,CRyptonite,TX,USA,fit,2001,t,1733,586,280,21,887,0.6725
628,Northern RobArctic,AK,USA,NULL,2001,f,1486,9,15,0,24,0.375
632,J-Lo,CA,USA,NULL,2001,f,1502,9,9,0,18,0.5
633,Falcon Robotics,WA,USA,NULL,2001,f,1389,10,14,1,25,0.42
634,Rage,CA,USA,NULL,2001,f,1536,13,17,1,31,0.4355
635,Team 635,TX,USA,NULL,2001,f,1733,9,3,1,13,0.7308
636,Rascals,HI,USA,NULL,2001,f,1373,5,15,0,20,0.25
637,MR. T,NJ,USA,NULL,2001,f,1566,42,49,6,97,0.4639
638,Operation Oxidation,VA,USA,NULL,2001,f,1299,15,33,1,49,0.3163
639,Code Red Robotics,NY,USA,NULL,2001,t,1546,289,227,9,525,0.559
640,Edison Robotics,NY,USA,NULL,2001,t,1418,79,100,8,187,0.4439
641,Team 641,NY,USA,NULL,2001,f,1397,0,9,0,9,0
642,BRR(Big Red Robotics),WV,USA,NULL,2001,f,1399,7,21,0,28,0.25
643,Team 643,PA,USA,NULL,2001,f,1571,16,7,1,24,0.6875
644,Team Mambo,LA,USA,NULL,2001,f,1415,5,19,3,27,0.2407
645,Team 645,CA,USA,NULL,2001,f,1377,6,16,0,22,0.2727
647,CYBERWOLVES,TX,USA,fit,2001,f,1393,177,204,13,394,0.4657
648,QC ELITE  Flaming Squirrels,IA,USA,NULL,2001,t,1458,178,223,13,414,0.4457
649,MSET Fish,CA,USA,NULL,2001,t,1630,272,215,10,497,0.5573
650,Hella's Angels,IL,USA,NULL,2001,f,1514,35,28,1,64,0.5547
651,Yo Bot,PA,USA,NULL,2001,f,1511,35,28,3,66,0.553
652,Bobcats,PA,USA,NULL,2001,f,1397,7,15,0,22,0.3182
653,NOSIDE,TX,USA,fit,2001,f,1367,76,139,11,226,0.3606
654,Mechateuthis Dux,FL,USA,NULL,2001,f,1556,13,17,1,31,0.4355
655,Team 655,NY,USA,NULL,2001,f,1533,6,7,0,13,0.4615
658,B.E.A.S.T.  - Bringing Excitement and Science Together,MI,USA,NULL,2001,f,1605,26,27,0,53,0.4906
659,Team 659,TX,USA,NULL,2001,f,1451,5,6,0,11,0.4545
660,Dragons,TX,USA,NULL,2001,f,1437,26,43,2,71,0.3803
662,Rocky Mountain Robotics,CO,USA,NULL,2001,t,1486,226,195,5,426,0.5364
663,Robonauts,MA,USA,ne,2001,t,1459,210,244,19,473,0.4641
664,Team 664,IL,USA,NULL,2001,f,1436,3,6,0,9,0.3333
665,Motor Monkeys,FL,USA,NULL,2001,f,1414,106,128,6,240,0.4542
666,The TorMentors,CT,USA,NULL,2008,f,1423,0,0,0,0,0
668,The Apes of Wrath,CA,USA,NULL,2001,t,1528,195,227,14,436,0.4633
670,Homestead Robotics,CA,USA,NULL,2001,t,1601,181,175,9,365,0.5082
675,Tech High Robotics,CA,USA,NULL,2001,f,1499,94,119,9,222,0.4437
677,Murphy's Outlaws,OH,USA,NULL,2001,t,1526,113,184,6,303,0.3828
679,Team 679,NY,USA,NULL,2001,f,1514,6,6,0,12,0.5
685,Team 685,FL,USA,NULL,2001,f,1451,7,12,0,19,0.3684
686,Bovine Intervention,MD,USA,chs,2001,t,1613,223,225,12,460,0.4978
687,The Nerd Herd,CA,USA,NULL,2001,t,1668,259,265,10,534,0.4944
688,Team 688,MI,USA,NULL,2001,f,1349,3,6,0,9,0.3333
690,Team 690,MA,USA,NULL,2001,f,1385,2,7,0,9,0.2222
691,Project 691 Robotics,CA,USA,NULL,2001,t,1459,192,233,12,437,0.4531
692,The Fembots,CA,USA,NULL,2001,f,1372,155,190,10,355,0.4507
694,StuyPulse,NY,USA,NULL,2001,t,1765,497,247,16,760,0.6645
695,Bison Robotics,OH,USA,NULL,2001,t,1749,182,156,8,346,0.5376
696,Circuit Breakers,CA,USA,NULL,2001,t,1700,279,197,13,489,0.5838
697,Panda Robotics,CA,USA,NULL,2001,f,1466,6,8,0,14,0.4286
698,Hamilton Microbots,AZ,USA,NULL,2001,t,1507,124,144,8,276,0.4638
700,Team 700,CA,USA,NULL,2001,f,1489,5,2,0,7,0.7143
701,RoboVikes,CA,USA,NULL,2001,t,1415,364,268,12,644,0.5745
702,Bagel Bytes,CA,USA,NULL,2001,t,1476,176,204,5,385,0.4636
703,Team Phoenix,MI,USA,fim,2001,f,1479,289,288,10,587,0.5009
704,Warriors,TX,USA,fit,2001,f,1504,189,141,4,334,0.5719
706,Cyberhawks,WI,USA,NULL,2001,t,1609,214,183,8,405,0.5383
708,Hatters Robotics,PA,USA,fma,2001,t,1587,354,370,13,737,0.4891
709,Femme Tech Fatale,PA,USA,fma,2001,t,1438,181,276,11,468,0.3985
710,Panther Bot,FL,USA,NULL,2001,f,1590,56,41,1,98,0.5765
711,Robeson full force,NY,USA,NULL,2001,f,1432,23,38,1,62,0.379
713,Steel Raiders,NY,USA,NULL,2001,f,1381,18,25,1,44,0.4205
714,Panthera,NJ,USA,fma,2001,t,1463,227,340,11,578,0.4022
716,Who'sCTEKS,CT,USA,ne,2001,t,1558,366,264,18,648,0.5787
731,Team 731,NULL,NULL,NULL,NULL,f,1466,0,0,0,0,0
743,Technobots,NY,USA,NULL,2002,t,1413,126,184,9,319,0.4091
744,Shark Attack,FL,USA,NULL,2002,t,1456,293,201,12,506,0.5909
746,Gearheads 746,ON,Canada,ont,2002,f,1532,85,103,3,191,0.4529
747,Flight Crew,NJ,USA,fma,2002,f,1625,107,74,0,181,0.5912
750,TechnoTide,MS,USA,NULL,2002,f,1413,10,12,2,24,0.4583
751,barn2robotics,CA,USA,NULL,2002,t,1488,148,197,13,358,0.4316
752,The Chargers,NJ,USA,fma,2002,t,1402,136,209,7,352,0.3963
753,High Desert Droids,OR,USA,pnw,2002,t,1544,272,284,17,573,0.4895
754,FROSTBYTE,WI,USA,NULL,2002,f,1387,25,48,2,75,0.3467
755,Team 755,KS,USA,NULL,2002,f,1487,9,14,1,24,0.3958
758,South-Kent Youth Robotics,ON,Canada,NULL,2002,f,1346,37,59,3,99,0.3889
759,Systemetric,NULL,Kingdom,NULL,2002,f,1498,74,54,13,141,0.5709
760,Team 760,NULL,NULL,NULL,NULL,f,1455,0,0,0,0,0
762,Patriots,FL,USA,NULL,2002,f,1619,17,7,0,24,0.7083
764,Scoopers,SD,USA,NULL,2002,f,1427,10,14,0,24,0.4167
765,Cobblers,SD,USA,NULL,2002,f,1401,8,20,1,29,0.2931
766,M-A Bears,CA,USA,NULL,2002,t,1567,245,249,11,505,0.496
768,TechnoWarriors,MD,USA,NULL,2002,f,1491,138,108,5,251,0.5598
769,Eaglebotics,VA,USA,NULL,2002,f,1494,8,7,0,15,0.5333
770,Team 770,SD,USA,NULL,2002,f,1434,14,14,0,28,0.5
771,SWAT,ON,Canada,ont,2002,t,1431,246,323,8,577,0.4333
772,Sabre Bytes Robotics,ON,Canada,ont,2002,t,1506,393,375,9,777,0.5116
773,Kingsville CavalGears,ON,Canada,ont,2002,f,1383,56,74,2,132,0.4318
776,SATech Saints,ON,Canada,NULL,2002,f,1494,19,21,2,42,0.4762
779,Team 779,OH,USA,NULL,2002,f,1508,4,3,0,7,0.5714
780,TigerBots,PR,USA,NULL,2002,f,1567,13,19,0,32,0.4062
781,Kinetic Knights,ON,Canada,ont,2002,t,1533,364,335,8,707,0.5205
782,Kilowatts,CT,USA,NULL,2002,f,1716,37,19,1,57,0.6579
783,Mobotics,ON,Canada,NULL,2002,f,1444,33,30,0,63,0.5238
800,The HazBots,OR,USA,NULL,2002,f,1403,13,13,0,26,0.5
801,Horsepower,FL,USA,NULL,2002,t,1554,233,240,8,481,0.4927
802,Team 802,MA,USA,NULL,2002,f,1404,5,6,0,11,0.4545
803,Lowcountry Castaways,SC,USA,NULL,2002,f,1426,16,34,1,51,0.3235
804,MetalMorphosis/Mad Scientists,SC,USA,NULL,2002,f,1506,49,68,4,121,0.4215
805,Igniters,OR,USA,NULL,2002,f,1382,7,13,1,21,0.3571
806,The Brooklyn Blacksmiths,NY,USA,NULL,2002,t,1443,97,137,10,244,0.418
807,Monster Mechanics,AL,USA,NULL,2002,f,1498,27,30,1,58,0.4741
808,Mechanical Mayhem,OH,USA,NULL,2002,f,1608,52,43,1,96,0.5469
809,The TechnoWizards,CT,USA,NULL,2002,f,1519,80,88,10,178,0.4775
810,The Mechanical Bulls,NY,USA,NULL,2002,t,1555,187,212,5,404,0.4691
811,Wild Cards,NH,USA,ne,2002,t,1525,220,257,7,484,0.4618
812,The Midnight Mechanics,CA,USA,NULL,2002,t,1445,190,229,14,433,0.455
814,Megaforce,CA,USA,NULL,2002,f,1432,38,48,3,89,0.4438
815,Advanced Power,MI,USA,fim,2002,t,1533,260,310,23,593,0.4578
816,Anomaly,NJ,USA,fma,2002,t,1514,282,312,8,602,0.4751
818,The Steel Armadillos,MI,USA,fim,2002,t,1643,320,325,18,663,0.4962
820,Team DeltaTech,ON,Canada,NULL,2002,f,1468,20,28,3,51,0.4216
822,Team 822,MI,USA,NULL,2002,f,1390,3,10,0,13,0.2308
824,SWAT Robotics,WA,USA,NULL,2002,f,1467,20,23,3,46,0.4674
825,SWiVaGus Maximus,VA,USA,NULL,2002,f,1549,11,2,3,16,0.7812
827,Robotics Eagle,CA,USA,NULL,2002,f,1523,15,20,0,35,0.4286
829,The Digital Goats,IN,USA,fin,2002,t,1619,416,327,8,751,0.5593
830,The RatPack,MI,USA,fim,2002,t,1347,308,328,18,654,0.4847
831,Ka Mikini Hui O Mililani,HI,USA,NULL,2002,f,1444,13,13,3,29,0.5
832,OSCAR,GA,USA,pch,2002,t,1513,327,289,16,632,0.5301
833,HPA Robotics,HI,USA,NULL,2002,f,1402,30,23,0,53,0.566
834,SparTechs,PA,USA,fma,2002,t,1636,334,310,14,658,0.5182
835,The Sting,MI,USA,fim,2002,f,1411,201,211,13,425,0.4882
836,The RoboBees,MD,USA,chs,2002,t,1617,467,265,10,742,0.6361
837,Webbinators,NC,USA,NULL,2002,f,1299,7,17,1,25,0.3
839,Rosie Robotics,MA,USA,ne,2002,t,1407,234,275,14,523,0.4608
840,Aragon Robotics Team,CA,USA,NULL,2002,t,1510,124,164,7,295,0.4322
841,The BioMechs,CA,USA,NULL,2002,t,1495,152,223,12,387,0.4083
842,Falcon Robotics,AZ,USA,NULL,2002,f,1767,333,217,11,561,0.6034
843,Wildcats,ON,Canada,NULL,2002,f,1486,93,102,8,203,0.4778
845,Cutting Edge,SC,USA,NULL,2002,f,1656,72,54,2,128,0.5703
846,The Funky Monkeys,CA,USA,NULL,2002,t,1646,339,214,15,568,0.61
847,PHRED,OR,USA,pnw,2002,t,1466,166,185,12,363,0.4738
848,HuskyBots,CA,USA,NULL,2002,f,1419,59,86,6,151,0.4106
849,Wolfpack,ON,Canada,ont,2002,f,1459,20,15,0,35,0.5714
850,Team 850,CA,USA,NULL,2002,f,1411,1,6,0,7,0.1429
851,Froggers,CA,USA,NULL,2002,f,1463,15,10,1,26,0.5962
852,Acropolis Robotics,CA,USA,NULL,2002,t,1531,211,163,6,380,0.5632
853,Thunderstorms,AZ,USA,NULL,2002,f,1472,3,4,0,7,0.4286
854,Iron Bears,ON,Canada,ont,2002,f,1571,171,214,14,399,0.4461
857,Superior Roboworks,MI,USA,fim,2002,t,1683,341,339,10,690,0.5014
858,Demons Robotics,MI,USA,fim,2002,t,1526,320,311,9,640,0.507
859,BOING,WV,USA,NULL,2002,f,1449,36,38,0,74,0.4865
861,Gondobots,CA,USA,NULL,2002,f,1395,14,25,0,39,0.359
862,Lightning Robotics,MI,USA,fim,2002,t,1639,529,416,17,962,0.5587
863,The Queens of Modnar,ON,Canada,NULL,2002,f,1459,4,5,0,9,0.4444
865,WARP7,ON,Canada,ont,2002,t,1563,274,303,4,581,0.475
866,The SmartTeens of the Turabo Valley,PR,USA,NULL,2002,f,1369,11,22,0,33,0.3333
867,Absolute Value,CA,USA,NULL,2002,t,1394,69,102,7,178,0.4073
868,TechHOUNDS,IN,USA,fin,2002,t,1600,518,344,14,876,0.5993
869,PowerCord,NJ,USA,fma,2002,f,1719,261,211,11,483,0.5518
870,TEAM  R. I. C. E.,NY,USA,NULL,2002,t,1731,376,202,10,588,0.648
871,Robotechs,NY,USA,NULL,2002,t,1525,99,134,5,238,0.4265
872,Techno-Devils,OH,USA,NULL,2002,f,1436,38,33,3,74,0.5338
873,Team 873,ND,USA,NULL,2002,f,1427,3,5,0,8,0.375
874,Isis,ND,USA,NULL,2002,f,1552,24,29,0,53,0.4528
875,Team FrostByte,ND,USA,NULL,2002,f,1382,8,16,0,24,0.3333
876,Thunder Robotics,ND,USA,NULL,2002,t,1705,322,191,7,520,0.626
877,Pi Rho 'botics @ North Star,ND,USA,NULL,2002,t,1500,115,128,3,246,0.4736
878,Metal Gear,ND,USA,NULL,2002,f,1439,37,42,2,81,0.4691
879,Team 879,ND,USA,NULL,2002,f,1448,9,14,2,25,0.4
880,Border Patrol,ND,USA,NULL,2002,f,1548,9,14,0,23,0.3913
881,Team 881,ND,USA,NULL,2002,f,1457,2,5,1,8,0.3125
883,Ironmen,OH,USA,NULL,2002,f,1449,14,24,4,42,0.381
884,Mechanical Mules,NY,USA,NULL,2002,t,1440,92,146,5,243,0.3889
885,Ro-bovines,VT,USA,ne,2002,f,1564,175,180,6,361,0.4931
886,Wildcats,ON,Canada,NULL,2002,f,1425,52,95,6,153,0.3595
887,Team 887,NH,USA,NULL,2002,f,1398,3,7,0,10,0.3
888,Robotiators,MD,USA,chs,2002,t,1545,301,286,8,595,0.5126
889,The Cougars,NY,USA,NULL,2002,f,1511,4,6,0,10,0.4
891,Neverending Chaos,NY,USA,NULL,2002,f,1419,19,18,0,37,0.5135
892,Team ASCII,OH,USA,NULL,2002,f,1510,24,23,0,47,0.5106
894,The Power Chargers,MI,USA,fim,2002,t,1542,256,254,9,519,0.5019
896,Blue Steel,NJ,USA,fma,2002,f,1398,67,115,9,191,0.3743
897,Team 4,ON,Canada,NULL,2002,f,1437,2,7,0,9,0.2222
898,Team Desert Storm,AZ,USA,NULL,2002,f,1448,14,22,1,37,0.3919
899,Team 6,TX,USA,NULL,2002,f,1551,5,6,0,11,0.4545
900,The Zebracorns,NC,USA,fnc,2002,t,1655,322,323,7,652,0.4992
901,Team 8,FL,USA,NULL,2002,f,1451,2,6,1,9,0.2778
902,Delphi Heritage RoboHawks,MI,USA,NULL,2002,f,1497,30,14,1,45,0.6778
903,RoboTroopers,MI,USA,fim,2002,f,1483,129,160,16,305,0.4492
904,D Cubed,MI,USA,fim,2002,t,1507,394,384,12,790,0.5063
905,Platt Tech Panthers,CT,USA,NULL,2002,f,1374,23,41,2,66,0.3636
906,UMR,MO,USA,NULL,2002,f,1391,7,16,0,23,0.3043
907,"East York Cybernetics ""The Cybernauts""",ON,Canada,ont,2002,f,1476,150,174,3,327,0.4633
908,Botz of Prey,SC,USA,NULL,2002,f,1349,8,17,2,27,0.3333
909,Junkyard Crew,KS,USA,NULL,2002,f,1370,32,22,5,59,0.5847
910,The Foley Freeze,MI,USA,fim,2002,t,1573,574,436,17,1027,0.5672
912,Iron Lyons,ON,Canada,NULL,2002,f,1299,27,42,1,70,0.3929
913,Bendale Robotics,ON,Canada,NULL,2002,f,1439,13,19,2,34,0.4118
914,NextGen,ON,Canada,ont,2002,f,1517,27,40,0,67,0.403
915,Team 915,ON,Canada,NULL,2002,f,1437,4,5,0,9,0.4444
917,Team 917,ON,Canada,NULL,2002,f,1386,2,14,1,17,0.1471
918,Team 918,ON,Canada,NULL,2002,f,1540,6,3,0,9,0.6667
919,Tiger Techs,ON,Canada,ont,2002,f,1379,73,121,6,200,0.38
920,Team 920,PA,USA,NULL,2002,f,1417,1,9,0,10,0.1
922,ULTIMATE:  United Longhorn Team Inspiring Mental Attitude Towards Engineering,TX,USA,NULL,2002,f,1499,78,85,3,166,0.4789
925,Code Red,NC,USA,NULL,2002,f,1448,2,6,0,8,0.25
926,The Capacitors,NC,USA,NULL,2002,f,1410,11,19,0,30,0.3667
927,Team 927,VA,USA,NULL,2002,f,1384,1,7,0,8,0.125
928,Hounds of Steel,DC,USA,NULL,2002,f,1485,33,28,1,62,0.5403
930,Mukwonago BEARs,WI,USA,NULL,2002,t,1857,279,214,9,502,0.5647
931,Perpetual Chaos,MO,USA,NULL,2002,t,1547,242,236,6,484,0.5062
932,The Circuit Chargers,OK,USA,NULL,2002,f,1631,216,236,17,469,0.4787
933,Trigos,IL,USA,NULL,2002,f,1526,26,21,2,49,0.551
934,Team 934,KS,USA,NULL,2002,f,1528,4,4,0,8,0.5
935,RaileRobotics,KS,USA,NULL,2002,t,1509,294,189,8,491,0.6069
936,Big Dogs,KS,USA,NULL,2002,f,1561,12,8,0,20,0.6
937,Nerd Herd,KS,USA,NULL,2002,t,1415,64,117,5,186,0.3575
938,Code Gold,KS,USA,NULL,2002,f,1436,109,143,6,258,0.4341
939,Hiphopanonymous,SD,USA,NULL,2002,f,1459,22,41,2,65,0.3538
940,Digital Demolition,SD,USA,NULL,2002,f,1475,11,11,0,22,0.5
941,Arrow Robotics,SD,USA,NULL,2002,f,1409,6,10,0,16,0.375
942,Roboteers,SD,USA,NULL,2002,f,1544,12,17,0,29,0.4138
943,Great Balls of Fire,SD,USA,NULL,2002,f,1356,10,18,1,29,0.3621
945,Team Banana,FL,USA,NULL,2002,f,1464,164,176,4,344,0.4826
946,Creepy Crafters,FL,USA,NULL,2002,f,1441,2,7,0,9,0.2222
947,Hannibal Gear Gals,FL,USA,NULL,2002,f,1504,7,10,0,17,0.4118
948,NRG (Newport Robotics Group),WA,USA,pnw,2002,t,1622,365,240,8,613,0.602
949,Wolverine Robotics,WA,USA,pnw,2002,t,1463,154,206,8,368,0.4293
950,Team 950,NV,USA,NULL,2002,f,1476,14,14,1,29,0.5
953,Team Illuminati,NV,USA,NULL,2002,f,1524,28,22,2,52,0.5577
954,Scorpion Robotics,NV,USA,NULL,2002,f,1453,16,23,3,42,0.4167
955,CV Robotics,OR,USA,pnw,2002,t,1613,353,287,7,647,0.551
